0,1,2,3
Nguyen Anh Tu,Gnanasekaran Sathiyan,3:2,1:0
Yang Heng-Wei,Passara Pattaratorn,3:0,1:0
Sultonov Islombek,Akhmedzhanov Mukhammed,3:1,1:0
Niwa Koki,Choe Il,3:2,1:1
Bhagwani Deepash,Ghosh Soumyajit,0:3,0:1
Ho Kwan Kit,Kenjaev Zokhid,3:1,2:0
Wongsiri Nikom,Gao Ning,0:3,0:1
Jang Woojin,Poh Shao Feng Ethan,3:0,2:0
Taherkhani Hamidreza,Harimoto Tomokazu,0:3,0:1
Liao Cheng-Ting,Sangpao Komgrit,3:0,2:0
Jayasingha Nirmala,Xu Xin,0:3,0:1
Zhang Jike,Aldmaisy Zeyad,3:0,1:0
Wahid Habibie,Hung Tzu-Hsiang,2:3,0:1
Ng Pak Nam,Lotfijanabadi Miad,3:1,1:0
Tay Ming Han Maxxe,Oshima Yuya,0:3,0:1
Lin Gaoyuan,Rouintanesfahani Mohammadali,3:1,1:0
Alkhadrawi Ali,Desai Harmeet,0:3,0:1
Kim Minseok,Wisutmaythangkoon Supanut,3:0,3:0
Allanazarov Guychgeldi,Wong Chun Ting,0:3,0:1
Matsudaira Kenta,Alblooshi Essa,3:0,1:0
Santoso Ficky,Lam Siu Hang,2:3,0:1
Ro Kwang Jin,Zholudev Denis,3:1,1:0
Abo Yaman Zaid,Achanta Sharath Kamal,0:3,0:2
Lee Sangsu,Ahmadian Amin,3:0,1:0
Bu Shulaybi Abdulaziz,Shetty Sanil,0:3,0:1
Sun Chia-Hung,Negara Muhammad,3:1,1:0
Rameez Muhammad,Fan Zhendong,0:3,0:1
Ma Long,Jeong Sangeun,1:3,1:1
Jiang Tianyi,Chen Chien-An,3:1,9:3
Yoshimura Maharu,Nguyen Anh Tu,3:0,1:0
Yang Heng-Wei,Sultonov Islombek,3:0,1:0
Niwa Koki,Ghosh Soumyajit,3:0,3:0
Ho Kwan Kit,Gao Ning,1:3,1:2
Jang Woojin,Harimoto Tomokazu,3:1,2:4
Liao Cheng-Ting,Xu Xin,0:3,0:2
Zhang Jike,Hung Tzu-Hsiang,3:1,1:0
Ng Pak Nam,Oshima Yuya,1:3,0:1
Lin Gaoyuan,Desai Harmeet,3:1,2:0
Kim Minseok,Wong Chun Ting,2:3,1:2
Matsudaira Kenta,Lam Siu Hang,2:3,1:1
Ro Kwang Jin,Achanta Sharath Kamal,0:3,0:1
Lee Sangsu,Shetty Sanil,3:0,1:0
Shing Yoshua,Loi Geoffrey,4:1,6:0
Wing Philip,Dey Jeremy,0:4,0:2
Shing Yoshua,Dey Jeremy,4:1,6:0
Powell David,Dela Pena Alfred,4:1,2:0
Shing Yoshua,Loi Geoffrey,4:1,6:0
Powell David,Shing Yoshua,4:0,6:0
Dela Pena Alfred,Loi Geoffrey,4:0,2:0
Powell David,Loi Geoffrey,4:1,2:0
Shing Yoshua,Dela Pena Alfred,4:3,1:0
Townsend Kane,Dey Jeremy,4:0,1:0
Ball Matthew,Wing Philip,4:0,2:0
Townsend Kane,Ball Matthew,4:1,4:1
Dey Jeremy,Wing Philip,4:0,2:0
Townsend Kane,Wing Philip,4:0,5:0
Ball Matthew,Dey Jeremy,4:0,2:0
Dela Pena Alfred,Ball Matthew,0:4,0:1
Shing Yoshua,Dey Jeremy,4:0,6:0
Powell David,Ball Matthew,4:3,5:0
Shing Yoshua,Townsend Kane,1:4,0:5
Powell David,Townsend Kane,4:2,4:2
Ball Matthew,Shing Yoshua,1:4,5:2
Devos Laurens,Nilsson Melker,4:1,1:0
Dorr Esteban,Herskind Micki,4:0,1:0
Stacey Joshua,Vilchez Miguel,0:4,0:1
Tsiarokhin Andrei,Comeliau David,2:4,0:1
Sedigh Amir Hossein,Brat Adam,4:3,1:0
Gonzalez Yomar,Wykes Jordan,4:2,1:0
Doyen Antoine,Vilkas Matas,1:4,0:1
Anca Vladimir,Leguistin Enzo,4:1,1:0
Grixti Isaac,Casares Rafael,0:4,0:1
Andersson David,Rukletsov Vladislav,4:3,1:0
Hageraats Koen,De Nodrest Leo,0:4,0:1
Artemenko Nikita,Lehmann Matthew,4:0,1:0
Giardi Federico,Castro Marc,4:3,1:0
Pieraert Valentin,Bourrassaud Florian,4:1,2:0
Bergstrom Emil,Dielissen Marc,4:2,1:0
Cano Rodrigo,Santivanez Ivan,4:0,1:0
Kippel Viggo,Grixti Gabriel,4:1,1:0
Berardi Mattia,Bernadet Antoine,1:4,0:1
Sandstrom Per,Llorca Damien,2:4,0:2
Caballero Carlos,Kosolosky Olav,3:4,0:1
Grebnev Maksim,Deville Victor,4:2,1:0
Bardet Lilian,Rassenfosse Adrien,4:2,3:0
Henin Valentin,O'connell Daniel,0:4,0:1
Olteanu Dragos,Georgsson Vilmer,4:1,1:0
Rembert Bastien,Vende Gael,4:2,1:0
Skucas Matas,Medjugorac Marko,3:4,0:1
Balaban Ademir,Stamatouros Georgios,4:1,1:0
Palacios Daniel,Camilleri James,4:0,1:0
Friis Martin,Picard Vincent,0:4,0:3
Prime Sebastien,Luque Cesar,4:0,1:0
Degros Nicolas,Mongiusti Mattias,4:2,2:0
Huberty Dennis,Evans Callum,3:4,0:1
Omrani Seyed Pourya,Chobeau Clement,3:4,0:1
Polansky Tomas,Devos Laurens,4:0,1:1
Dorr Esteban,Vilchez Miguel,3:4,0:1
Rolland Jules,Comeliau David,4:0,1:0
Sedigh Amir Hossein,Cekic Irfan,0:4,0:1
Darcis Thibaut,Gonzalez Yomar,4:1,1:1
Vilkas Matas,Mladenovic Luka,3:4,0:1
Eriksson Anders,Anca Vladimir,0:4,0:1
Casares Rafael,Ivonin Denis,2:4,0:1
Novota Samuel,Andersson David,4:1,1:0
De Nodrest Leo,Bilas Arthur,4:1,1:0
Michely Gilles,Artemenko Nikita,1:4,0:1
Giardi Federico,Franco Carlos,0:4,0:1
Abusev Artur,Pieraert Valentin,4:0,4:0
Bergstrom Emil,Champod Nicolas,1:4,0:1
Menand Remi,Cano Rodrigo,4:2,3:0
Kippel Viggo,Afanador Brian,0:4,0:1
Reitspies David,Bernadet Antoine,4:3,1:0
Llorca Damien,Kaluzny Samuel,4:1,1:0
Dilling Andreas,Kosolosky Olav,4:1,2:0
Grebnev Maksim,Xia Cheng,4:2,1:0
Merzlikin Taras,Bardet Lilian,4:1,1:0
O'connell Daniel,Martinez Guillermo,0:4,0:1
Weerasinghe Helshan,Olteanu Dragos,3:4,0:1
Rembert Bastien,Gonzalez Daniel,4:3,1:0
Bertrand Irvin,Medjugorac Marko,4:0,3:0
Balaban Ademir,Kucera Stanislav,4:2,1:0
Glod Eric,Palacios Daniel,4:2,2:0
Picard Vincent,Cnudde Florian,2:4,0:2
Shamruk Gleb,Prime Sebastien,4:0,1:0
Degros Nicolas,Soderlund Simon,1:4,0:1
Vedriel Carlos,Evans Callum,4:1,1:0
Chobeau Clement,Baibuldin Andrei,1:4,0:1
Polansky Tomas,Vilchez Miguel,3:4,0:1
Rolland Jules,Cekic Irfan,4:1,1:0
Darcis Thibaut,Mladenovic Luka,4:2,2:0
Anca Vladimir,Ivonin Denis,1:4,0:1
Novota Samuel,De Nodrest Leo,1:4,0:1
Artemenko Nikita,Franco Carlos,0:4,0:1
Abusev Artur,Champod Nicolas,4:1,1:0
Menand Remi,Afanador Brian,4:1,2:0
Reitspies David,Llorca Damien,4:2,1:0
Dilling Andreas,Grebnev Maksim,2:4,0:1
Merzlikin Taras,Martinez Guillermo,1:4,0:1
Olteanu Dragos,Rembert Bastien,3:4,0:2
Bertrand Irvin,Balaban Ademir,4:2,1:0
Glod Eric,Cnudde Florian,4:1,1:0
Shamruk Gleb,Soderlund Simon,4:1,1:0
Vedriel Carlos,Baibuldin Andrei,4:3,1:0
Vilchez Miguel,Rolland Jules,0:4,0:1
Darcis Thibaut,Ivonin Denis,4:1,1:2
De Nodrest Leo,Franco Carlos,3:4,0:1
Abusev Artur,Menand Remi,4:1,1:1
Reitspies David,Grebnev Maksim,4:2,1:0
Martinez Guillermo,Rembert Bastien,1:4,0:2
Bertrand Irvin,Glod Eric,4:0,2:0
Shamruk Gleb,Vedriel Carlos,1:4,0:1
Rolland Jules,Darcis Thibaut,4:3,2:0
Franco Carlos,Abusev Artur,2:4,0:1
Reitspies David,Rembert Bastien,4:0,1:0
Bertrand Irvin,Vedriel Carlos,4:2,3:0
Rolland Jules,Abusev Artur,1:4,1:2
Reitspies David,Bertrand Irvin,4:2,1:0
Abusev Artur,Reitspies David,4:1,1:1
Bertrand Irvin,Merzlikin Taras,2:4,0:1
Tan Lucas,Breton Arthur,1:4,0:1
Shetty Sanil,Breton Arthur,4:1,1:0
Shetty Sanil,Tan Lucas,4:0,1:0
Levchenko Gennadiy,Memmi Daniel,0:4,0:1
Uemura Keiya,Memmi Daniel,4:0,1:0
Uemura Keiya,Levchenko Gennadiy,4:0,1:0
Pankhaoyoy Supakron,Zhao Anthony,4:1,1:0
Rumgay Gavin,Zhao Anthony,4:0,1:0
Rumgay Gavin,Pankhaoyoy Supakron,4:1,1:0
Choong Javen,Kang Dongsoo,0:4,0:1
Peng Wang-Wei,Kang Dongsoo,2:4,1:1
Peng Wang-Wei,Choong Javen,4:0,1:0
Wong Chun Cheun,Sangpao Komgrit,0:4,0:1
Lin Yun-Ju,Sangpao Komgrit,4:0,2:0
Lin Yun-Ju,Wong Chun Cheun,4:0,1:0
Loy Meng Hean Darren,Hung Tzu-Hsiang,0:4,0:1
Ibrahim Muhd Shakirin,Hung Tzu-Hsiang,0:4,0:1
Ibrahim Muhd Shakirin,Loy Meng Hean Darren,4:2,1:0
Dhooria Rohan,Pang Xue Jie,0:4,0:1
Li Hsin-Yang,Pang Xue Jie,2:4,0:1
Li Hsin-Yang,Dhooria Rohan,4:1,2:0
Lim Zheng Jie Edric,Wang Tai-Wei,0:4,0:2
Thakkar Manav Vikash,Wang Tai-Wei,3:4,0:1
Thakkar Manav Vikash,Lim Zheng Jie Edric,4:3,1:0
Tay Ming Han Maxxe,Sultonov Islombek,4:0,1:0
Haiqal Muhamad Ashraf,Sultonov Islombek,4:0,1:0
Haiqal Muhamad Ashraf,Tay Ming Han Maxxe,4:2,1:0
Boro Birdie,Verakultawan Purit,3:4,0:1
Leong Chee Feng,Verakultawan Purit,4:1,1:0
Leong Chee Feng,Boro Birdie,4:0,1:0
Chen Chun-Hsiang,Saha Sourav,2:4,0:1
Panagitgun Yanapong,Saha Sourav,4:1,1:0
Panagitgun Yanapong,Chen Chun-Hsiang,4:3,1:1
Merckx Jasper,Kumar Jubin,4:2,1:0
Yu Cheng-Feng,Kumar Jubin,2:4,0:1
Yu Cheng-Feng,Merckx Jasper,4:1,2:0
Hu Chung-Wen,Kakitsuka Masato,0:4,0:1
Passara Pattaratorn,Kakitsuka Masato,4:3,1:0
Passara Pattaratorn,Hu Chung-Wen,1:4,0:1
Avi-Tal Omer,Yadav Abhishek,0:4,0:1
Chin Mao-Cheng,Yadav Abhishek,2:4,0:1
Chin Mao-Cheng,Avi-Tal Omer,4:2,1:0
Poh Shao Feng Ethan,Chou Te-Hao,1:4,1:2
Ghosh Arjun,Wongsiri Nikom,4:3,1:0
Ghosh Arjun,Chou Te-Hao,4:2,1:0
Poh Shao Feng Ethan,Wongsiri Nikom,4:1,1:0
Ghosh Arjun,Poh Shao Feng Ethan,4:0,1:0
Chou Te-Hao,Wongsiri Nikom,4:0,1:0
Gao Ning,Memmi Daniel,4:0,1:0
Leong Chee Feng,Yeh Chih-Wei,0:4,0:1
Koriyama Hokuto,Lin Yun-Ju,1:4,0:1
Rumgay Gavin,Tsuboi Yuma,0:4,0:1
Anthony Amalraj,Panagitgun Yanapong,4:0,1:0
Pang Xue Jie,Huang Chien-Tu,4:3,1:0
Shetty Sanil,Wang Tai-Wei,4:2,1:0
Kang Dongsoo,Desai Harmeet,4:3,1:0
Ueda Jin,Ghosh Arjun,4:0,1:0
Haiqal Muhamad Ashraf,Yang Heng-Wei,1:4,0:1
Lee Chia-Sheng,Kakitsuka Masato,2:4,5:2
Hung Tzu-Hsiang,Gnanasekaran Sathiyan,2:4,0:1
Sun Chia-Hung,Yadav Abhishek,4:1,1:0
Yu Cheng-Feng,Park Jeongwoo,1:4,0:3
Wisutmaythangkoon Supanut,Uemura Keiya,1:4,0:1
Thakkar Manav Vikash,Matsudaira Kenji,1:4,0:2
Gao Ning,Yeh Chih-Wei,4:0,1:0
Lin Yun-Ju,Tsuboi Yuma,4:2,1:0
Anthony Amalraj,Pang Xue Jie,4:0,2:0
Shetty Sanil,Kang Dongsoo,0:4,0:1
Ueda Jin,Yang Heng-Wei,4:2,2:0
Kakitsuka Masato,Gnanasekaran Sathiyan,0:4,0:1
Sun Chia-Hung,Park Jeongwoo,0:4,0:3
Uemura Keiya,Matsudaira Kenji,2:4,0:1
Gao Ning,Lin Yun-Ju,4:3,1:0
Anthony Amalraj,Kang Dongsoo,2:4,0:2
Ueda Jin,Gnanasekaran Sathiyan,4:2,1:0
Park Jeongwoo,Matsudaira Kenji,4:2,1:0
Gao Ning,Kang Dongsoo,4:0,1:0
Ueda Jin,Park Jeongwoo,4:3,2:0
Gao Ning,Ueda Jin,1:4,0:1
Floras Robert,Panagitgun Yanapong,4:0,1:0
Yigenler Abdullah,Barbolin Illia,4:2,1:0
Floras Robert,Yigenler Abdullah,4:1,1:0
Panagitgun Yanapong,Barbolin Illia,1:4,0:1
Floras Robert,Barbolin Illia,4:1,1:0
Yigenler Abdullah,Panagitgun Yanapong,4:3,1:0
Stoyanov Niagol,Putuntica Andrei,4:0,1:0
Vilchez Miguel,Rouintanesfahani Mohammadali,4:2,1:0
Putuntica Andrei,Rouintanesfahani Mohammadali,4:0,1:0
Stoyanov Niagol,Rouintanesfahani Mohammadali,4:0,1:0
Vilchez Miguel,Putuntica Andrei,4:2,1:0
Burov Viacheslav,Perman Oscar,4:0,1:0
Calvo Alejandro,Cissa Victor,4:0,1:0
Burov Viacheslav,Calvo Alejandro,4:2,1:0
Perman Oscar,Cissa Victor,4:0,1:0
Burov Viacheslav,Cissa Victor,4:0,1:0
Calvo Alejandro,Perman Oscar,3:4,1:1
Sun Chia-Hung,Kiselev Maksim,4:2,2:0
Martinez Guillermo,Chojnowski Patryk,2:4,0:1
Sun Chia-Hung,Martinez Guillermo,3:4,0:1
Kiselev Maksim,Chojnowski Patryk,3:4,0:1
Sun Chia-Hung,Chojnowski Patryk,4:1,1:0
Martinez Guillermo,Kiselev Maksim,4:1,2:0
Polansky Tomas,Miralmasi Amin,4:1,1:0
Katsman Lev,Kouriltchik Nikita,4:0,1:0
Polansky Tomas,Katsman Lev,4:0,1:0
Miralmasi Amin,Kouriltchik Nikita,4:1,1:0
Polansky Tomas,Kouriltchik Nikita,4:0,1:0
Katsman Lev,Miralmasi Amin,4:0,1:0
Pletea Cristian,Ulucak Batuhan,4:3,2:0
Kuchuk Aleksandr,Belov Timur,4:0,1:0
Pletea Cristian,Kuchuk Aleksandr,4:1,1:0
Ulucak Batuhan,Belov Timur,4:2,1:0
Pletea Cristian,Belov Timur,4:0,1:0
Kuchuk Aleksandr,Ulucak Batuhan,3:4,0:1
Aguirre Marcelo,Kamberov Radoslav,4:2,1:0
Takami Masaki,Zhukov Aleksei,4:1,1:0
Aguirre Marcelo,Takami Masaki,2:4,0:1
Kamberov Radoslav,Zhukov Aleksei,2:4,0:1
Aguirre Marcelo,Zhukov Aleksei,4:0,1:0
Takami Masaki,Kamberov Radoslav,4:1,1:0
Jouti Eric,Nalepa Kamil,4:0,1:0
Martinko Jiri,Foreitorov Dmitry,3:4,0:1
Jouti Eric,Martinko Jiri,4:2,1:0
Nalepa Kamil,Foreitorov Dmitry,4:1,1:0
Jouti Eric,Foreitorov Dmitry,4:0,1:0
Martinko Jiri,Nalepa Kamil,0:4,1:3
Popov Kiril,Ahmadian Amin,3:4,0:1
Kotowski Tomasz,Vanahel Aliaksandr,4:0,1:0
Popov Kiril,Kotowski Tomasz,4:3,1:0
Ahmadian Amin,Vanahel Aliaksandr,4:0,1:0
Popov Kiril,Vanahel Aliaksandr,4:0,1:0
Kotowski Tomasz,Ahmadian Amin,4:3,1:0
Baibuldin Andrei,Pieraert Valentin,4:0,1:0
Baibuldin Andrei,Barabanov Kiryl,4:1,1:0
Barabanov Kiryl,Pieraert Valentin,4:2,1:0
Olivares Felipe,Milovanov Andrey,4:1,1:0
Abusev Artur,Menge Gencay,4:1,1:0
Olivares Felipe,Abusev Artur,4:2,1:0
Milovanov Andrey,Menge Gencay,3:4,0:1
Olivares Felipe,Menge Gencay,4:1,1:0
Abusev Artur,Milovanov Andrey,4:0,1:0
Chernov Konstantin,Grela Artur,4:0,1:0
Shamruk Gleb,Onishi Naoya,2:4,0:1
Chernov Konstantin,Shamruk Gleb,0:4,2:1
Grela Artur,Onishi Naoya,0:4,0:1
Chernov Konstantin,Onishi Naoya,4:3,1:0
Shamruk Gleb,Grela Artur,2:4,0:1
Sipos Rares,Antonau Vadzim,4:0,1:0
Darcis Thibaut,Didukh Viktor,4:0,1:0
Sipos Rares,Darcis Thibaut,4:2,2:2
Antonau Vadzim,Didukh Viktor,4:2,1:0
Sipos Rares,Didukh Viktor,4:1,1:0
Darcis Thibaut,Antonau Vadzim,2:4,0:1
Jean Lauric,Nikulin Ivan,4:2,1:0
Franco Carlos,Verhunou Raman,4:0,1:0
Jean Lauric,Franco Carlos,2:4,0:1
Nikulin Ivan,Verhunou Raman,4:2,1:0
Jean Lauric,Verhunou Raman,4:1,1:0
Franco Carlos,Nikulin Ivan,4:1,1:0
Mcbeath David,Daunarovich Pavel,4:0,1:0
Lotfijanabadi Miad,Shvetc Kirill,4:3,1:1
Mcbeath David,Lotfijanabadi Miad,4:1,1:0
Daunarovich Pavel,Shvetc Kirill,3:4,0:1
Mcbeath David,Shvetc Kirill,4:1,1:0
Lotfijanabadi Miad,Daunarovich Pavel,4:1,1:0
Khanin Aleksandr,Fedotov Petr,4:2,5:0
Udra Alfredas,Pysar Dmytro,3:4,0:1
Khanin Aleksandr,Udra Alfredas,4:1,1:0
Udra Alfredas,Fedotov Petr,4:0,1:0
Mikutis Tomas,Rukletsov Vladislav,4:1,1:0
Kobes Kristian,Kraskovskii Aleksandr,4:2,1:0
Mikutis Tomas,Kobes Kristian,4:3,1:0
Rukletsov Vladislav,Kraskovskii Aleksandr,4:3,1:0
Mikutis Tomas,Kraskovskii Aleksandr,4:0,1:0
Kobes Kristian,Rukletsov Vladislav,4:3,1:0
Zatowka Patryk,Kortchinski Ilia,4:1,1:0
Gandhi Sarthak,Tymofieiev Oleksandr,4:1,1:0
Zatowka Patryk,Gandhi Sarthak,4:2,1:0
Kortchinski Ilia,Tymofieiev Oleksandr,3:4,0:1
Park Ganghyeon,Pucar Tomislav,1:4,0:3
Tang Peng,Pucar Tomislav,1:4,0:1
Tang Peng,Park Ganghyeon,4:1,1:0
Devos Robin,Salifou Abdel-Kader,2:4,0:2
Muramatsu Yuto,Salifou Abdel-Kader,0:4,2:1
Muramatsu Yuto,Devos Robin,4:0,2:0
Persson Jon,Liventsov Alexey,4:1,1:2
Apolonia Tiago,Liventsov Alexey,4:2,2:0
Apolonia Tiago,Persson Jon,4:2,3:5
Robles Alvaro,Kim Minhyeok,4:3,2:0
Karlsson Kristian,Kim Minhyeok,4:1,1:0
Karlsson Kristian,Robles Alvaro,3:4,2:1
Liao Cheng-Ting,Kizukuri Yuto,4:0,5:2
Gacina Andrej,Kizukuri Yuto,0:4,1:1
Gacina Andrej,Liao Cheng-Ting,2:4,1:1
Bobocica Mihai,Sakai Asuka,3:4,1:1
Chen Chien-An,Sakai Asuka,4:0,2:0
Chen Chien-An,Bobocica Mihai,4:1,1:2
Habesohn Daniel,Stoyanov Niagol,4:2,2:1
Yoshimura Maharu,Stoyanov Niagol,4:1,2:0
Yoshimura Maharu,Habesohn Daniel,4:2,2:0
Robinot Quentin,Kosiba Daniel,4:2,1:1
Falck Mattias,Kosiba Daniel,4:2,2:0
Falck Mattias,Robinot Quentin,4:1,1:0
Oikawa Mizuki,Lambiet Florent,4:2,4:2
Lebesson Emmanuel,Lambiet Florent,4:0,1:0
Lebesson Emmanuel,Oikawa Mizuki,4:1,1:0
Jancarik Lubomir,Arvidsson Simon,3:4,2:1
Kou Lei,Arvidsson Simon,4:3,1:0
Kou Lei,Jancarik Lubomir,4:1,1:1
Szocs Hunor,Kojic Frane,4:1,2:0
Monteiro Joao,Kojic Frane,4:2,2:0
Monteiro Joao,Szocs Hunor,4:1,1:0
Kallberg Anton,Mutti Leonardo,4:0,1:0
Shibaev Alexander,Mutti Leonardo,4:0,2:0
Shibaev Alexander,Kallberg Anton,1:4,0:1
Cho Seungmin,El-Beiali Mohamed,4:0,2:0
Groth Jonathan,El-Beiali Mohamed,4:2,1:0
Groth Jonathan,Cho Seungmin,4:1,1:0
Jiang Tianyi,Duran Marc,4:1,1:1
Gerell Par,Duran Marc,4:2,2:0
Gerell Par,Jiang Tianyi,2:4,1:5
Nuytinck Cedric,Lam Siu Hang,4:1,2:2
Oshima Yuya,Lam Siu Hang,4:0,2:0
Oshima Yuya,Nuytinck Cedric,4:1,1:0
Brossier Benjamin,Tsuboi Yuma,3:4,1:2
Dyjas Jakub,Tsuboi Yuma,4:2,1:0
Dyjas Jakub,Brossier Benjamin,4:2,2:2
Alamiyan Noshad,Sun Chia-Hung,4:2,2:0
Duda Benedikt,Sun Chia-Hung,4:1,2:0
Duda Benedikt,Alamiyan Noshad,1:4,1:1
Paikov Mikhail,Rech Daldosso Marco,4:2,1:0
Tokic Bojan,Rech Daldosso Marco,4:1,1:0
Tokic Bojan,Paikov Mikhail,4:2,1:0
Tsuboi Gustavo,Yang Heng-Wei,3:4,0:1
Assar Omar,Yang Heng-Wei,4:1,1:0
Assar Omar,Tsuboi Gustavo,4:0,3:0
Kim Minseok,Landrieu Andrea,4:0,1:0
Gao Ning,Landrieu Andrea,4:1,1:0
Gao Ning,Kim Minseok,1:4,4:4
Chiang Hung-Chieh,Ng Pak Nam,3:4,1:1
Jang Woojin,Hameed Anwer,4:0,1:0
Jang Woojin,Ng Pak Nam,4:2,4:0
Chiang Hung-Chieh,Hameed Anwer,4:0,1:0
Jang Woojin,Chiang Hung-Chieh,4:0,2:0
Ng Pak Nam,Hameed Anwer,4:0,1:0
Geraldo Joao,Allegro Martin,4:1,5:0
Ho Kwan Kit,Liang Jingkun,1:4,0:5
Ho Kwan Kit,Allegro Martin,4:1,1:0
Geraldo Joao,Liang Jingkun,1:4,0:1
Ho Kwan Kit,Geraldo Joao,4:1,1:1
Allegro Martin,Liang Jingkun,1:4,0:1
Flore Tristan,Lee Chia-Sheng,4:0,3:0
Morizono Masataka,Fahes Ghaleb,4:0,1:0
Morizono Masataka,Lee Chia-Sheng,4:3,4:0
Flore Tristan,Fahes Ghaleb,4:0,1:0
Morizono Masataka,Flore Tristan,2:4,3:1
Lee Chia-Sheng,Fahes Ghaleb,4:0,1:0
Yoshida Masaki,Chew Zhe Yu Clarence,4:1,2:0
Chen Weixing,Zaza Obaida,4:0,1:0
Chen Weixing,Chew Zhe Yu Clarence,4:1,1:0
Yoshida Masaki,Zaza Obaida,4:0,1:0
Chen Weixing,Yoshida Masaki,0:4,0:1
Chew Zhe Yu Clarence,Zaza Obaida,4:0,1:0
Konecny Tomas,Noroozi Afshin,4:3,1:0
Wang Yang,El Hakim Rock,4:0,1:0
Wang Yang,Noroozi Afshin,4:3,1:0
Konecny Tomas,El Hakim Rock,4:0,1:0
Wang Yang,Konecny Tomas,1:4,1:1
Noroozi Afshin,El Hakim Rock,4:0,1:0
Ionescu Ovidiu,Uda Yukiya,3:4,0:1
Filus Ruwen,Oluyomi Salako,4:0,1:0
Filus Ruwen,Uda Yukiya,4:0,1:0
Ionescu Ovidiu,Oluyomi Salako,4:0,1:0
Filus Ruwen,Ionescu Ovidiu,3:4,3:6
Uda Yukiya,Oluyomi Salako,4:0,1:0
Harimoto Tomokazu,Abdulwahhab Mohammed,4:1,1:0
Walther Ricardo,Koukezian Berge,4:0,1:0
Walther Ricardo,Abdulwahhab Mohammed,4:0,1:0
Harimoto Tomokazu,Koukezian Berge,4:0,1:0
Thakkar Manav Vikash,Ghosh Arjun,4:1,1:0
Thakkar Manav Vikash,Geraldo Joao,2:4,0:2
Geraldo Joao,Ghosh Arjun,4:1,1:0
Ghosh Soumyajit,Chandra Jeet,4:0,1:0
Ghosh Soumyajit,Alkhadrawi Ali,4:3,1:0
Alkhadrawi Ali,Chandra Jeet,4:1,1:0
Jiang Tianyi,Ghosh Anirban,4:0,1:0
Jiang Tianyi,Al-Abbad Abdulaziz,4:0,1:0
Al-Abbad Abdulaziz,Ghosh Anirban,4:0,1:0
Shetty Sanil,Bhanja Ronit,4:0,1:0
Shetty Sanil,Jancarik Lubomir,4:3,1:0
Jancarik Lubomir,Bhanja Ronit,4:1,1:0
Robinot Quentin,Avi-Tal Omer,4:0,1:0
Anthony Amalraj,Gupta Utkarsh,4:1,1:0
Robinot Quentin,Anthony Amalraj,4:3,2:0
Avi-Tal Omer,Gupta Utkarsh,0:4,0:1
Robinot Quentin,Gupta Utkarsh,4:1,1:0
Anthony Amalraj,Avi-Tal Omer,4:0,1:0
Robles Alvaro,Pande Siddhesh,4:1,1:0
Pande Siddhesh,Grover Sudhanshu,3:4,0:2
Robles Alvaro,Grover Sudhanshu,4:0,1:0
Desai Harmeet,Boro Birdie,4:2,1:0
Izumo Takuto,Hung Tzu-Hsiang,2:4,0:1
Desai Harmeet,Izumo Takuto,4:1,3:0
Boro Birdie,Hung Tzu-Hsiang,0:4,0:1
Desai Harmeet,Hung Tzu-Hsiang,4:0,2:2
Izumo Takuto,Boro Birdie,4:1,2:0
Gnanasekaran Sathiyan,Yadav Abhishek,4:0,2:0
Lam Siu Hang,Merckx Jasper,4:1,1:0
Gnanasekaran Sathiyan,Lam Siu Hang,4:0,2:1
Yadav Abhishek,Merckx Jasper,4:1,2:0
Gnanasekaran Sathiyan,Merckx Jasper,4:0,1:0
Lam Siu Hang,Yadav Abhishek,4:2,5:0
Walker Samuel,Bu Shulaybi Abdulaziz,4:2,1:0
Salifou Abdel-Kader,Kumar Jubin,4:0,1:0
Walker Samuel,Salifou Abdel-Kader,4:2,2:1
Bu Shulaybi Abdulaziz,Kumar Jubin,4:3,1:0
Walker Samuel,Kumar Jubin,4:1,1:0
Salifou Abdel-Kader,Bu Shulaybi Abdulaziz,4:0,1:0
Akkuzu Can,Alamri Abdulaziz,4:0,1:0
Sakai Asuka,Saha Subhajit,4:0,1:0
Akkuzu Can,Sakai Asuka,4:0,1:2
Alamri Abdulaziz,Saha Subhajit,0:4,0:1
Akkuzu Can,Saha Subhajit,4:0,1:0
Sakai Asuka,Alamri Abdulaziz,4:0,1:0
Ovtcharov Dimitrij,Al-Abbad Abdulaziz,4:0,1:0
Geraldo Joao,Mengel Steffen,4:0,1:1
Morizono Masataka,Gnanasekaran Sathiyan,4:3,1:0
Jancarik Lubomir,Oshima Yuya,1:4,0:2
Duda Benedikt,Jiang Tianyi,3:4,0:1
Ghosh Soumyajit,Walther Ricardo,3:4,0:1
Flore Tristan,Desai Harmeet,3:4,2:2
Anthony Amalraj,Niwa Koki,0:4,0:2
Muramatsu Yuto,Salifou Abdel-Kader,4:0,2:1
Akkuzu Can,Achanta Sharath Kamal,1:4,1:1
Filus Ruwen,Robinot Quentin,4:0,2:0
Lam Siu Hang,Drinkhall Paul,2:4,0:1
Gardos Robert,Walker Samuel,4:0,3:0
Shetty Sanil,Baum Patrick,4:2,1:0
Harimoto Tomokazu,Robles Alvaro,4:1,1:0
Sakai Asuka,Samsonov Vladimir,4:0,1:0
Ovtcharov Dimitrij,Geraldo Joao,4:0,1:0
